Iloko,English
nasapulan,needed
sangaiwa,strange
anniniwan,shadow
narawet,delicious
tren tren,train toy
robot,robot toy
baby doll,doll
arroz caldo,rice porridge
nalabaga,red
marabiuen,violet
nagbukel,round
trianggulo,triangle
marapuso,heart-shaped
mannakigayyem,friendly
nasayaat,good
nusaan,patient
memannagayyem,friendly
pinnatas,beautiful
kulaneg,chubby
saantaay,good
nakaprinta,printed
ensiklopedya,encyclopedia
magasin,magazine
diyaryo,newspaper
dyornal,journal
annunsiyo,announcement
maiannunsio,announced
nakasurat,written
proklama,proclamation
pakaammo,notice
pablaak,publication
maiwaras,distributed
publiko,public
sino,who
ania,what
kaano,when
sadino,where
simbolo,symbol
komunidad,community
flat a surface,flat surface
visual a wagas,visual way
wagas,way
agnanaed,live
aminnan,north
minuyungan,orchard
uleg,snake
nakapotipot,wrapped around
puon ti kayo,trunk
kigtot,surprise
sakit,sickness
pagangesan,respiratory
virus,virus
awan nasisita nga agas,no proven cure yet
makaptan,get infected
miting,meeting
proyekto,project
panagdaldalus,cleaning
inpeksiyon,infection
sintomas,symptoms
maranrasan,experienced
mainimbagan,recover
nalaala,severe
hakbang,steps
alkohol,alcohol
sabun,soap
bibig,mouth
panangsurot,following
tisyu,tissue
gurigor,fever
kaadayo,distance
ospital,hospital
kasamit,sweetness
tangatang,sky
calculator,calculator
ugeng,fog
kasipnget,darkness
brillante,sparkling
kaalsem,sourness
suot,wearing
blusa,blouse
kalamuyot,softness
kalagan,lightness
trabahador,worker
alimbubuyog,bee
agsapul,to search
kapanunotan,mind
kalawag,brightness
cookies,cookies
katangkan,hardness
isem,smile
panaggayyem,friendship
honey,honey
lamisan,table
aglalaw,surroundings
komunikasion,communication
panangibingay,sharing
kapadasan,experiences
kapanunutan,thoughts
kabisado,familiar
matutop,appropriate
panagsasagannad,order
nagkikinnita,met
makaikawa,difficult
modiul,module
inted,given
pandemia,pandemic
agkakadua,together
agdama,current
kusto,correct
panangmintenar,maintaining
metro,meter
ay,oh
pinadawatan,offered
merienda,snack
naguni,rang
telepono,telephone
kadawyan,usually
aggian,to live
naturog,sleeping
simrek,entered
makinisa,churchgoers
timmayab,flew
indisso,placed
agin inana,resting
agur uray,waiting
agtatayab,flying
nagipan,placed
naduma duma,various
asket,basket
agay ayam,playing
nakangiw ngiwat,shouting
katrena,bed
agayay ayam,playing
umin inom,drinks
agsasarita,talking
nagkali,dug
salun at,healthy
umis isem,smiling
agkurkurikor,crawling
magango,withered
makset,dry
nakasagana,prepared
bigla,suddenly
immuneg,entered
aggayyem,friends
gaputa,because
sakbay,before
awan,none
eskuela,school
dagus,immediately
apaman a,when
makariing,to wake up
agsapa,morning
agbantay,guarding
pumanpanaw,leaving
pincalis,prohibited
selebrasion,celebration
dudon,ant
kaay ayam,playmate
nagtulangan,leftovers
attiddog,long
agdengdengeg,listens
naglangoy,swam
makisig,handsome
sabali,other
agasala,dancing
isagana,prepare
namnama,hope
direksion,direction
panagsasaruno,sequence
pagannurotan,instruction
sungbat,answer
umuna,first
maikadua,second
sumaruno,next
kalpasanna,then
maudi,last
uby,grapes
makapasalun at,healthy
surat,letter
pannakipatang,communication
modelo,model
imbitasyon,invitation
panggep,purpose
detalye,details
kumpleto,complete
sidadayaw,respectfully
naglaon iti,contained
nanang,mother
manursuro,teacher
anak,child
aldaw,day
bigat,morning
petsa,date
pirma,signature
gurigurigor,cold
sigurado,sure
impanaw,was taken away
naabak,was defeated
nakipasamano,shook hands
inarayat,was helped
ikkis,scream
sangsangit,cry
alaen,to be taken
binagsol,regretted
nagbalin,became
binrmallasivv,stumbled
naatalan,was hit by
nasakit,painful
maipagna,to step on
managdakdakes,evil men
fishball,fishball
grupo,team
kalaban,opponent
puon,tree trunk
mangga,mango tree
bisikleta,bicycle
ari,king
reyna,queen
pagarian,kingdom
gangannaet,stranger
prinsesa,princess
panawen,time
narusnub,name of a kingdom
natayag,tall
ado,many
siyam,nine
naliinaw,clear
nalinis,clean
napait,bitter
daan,old
mala-palasio,palatial
mara-iklog,wooden
naata,sour
nalapad,wide
nataraki,handsome
nalasbang,fresh
gumamela,gumamela flower
bolintek,marble
baka,cow
lako,item for sale
medalia,medal
ipos,tail
laso,ribbon
kotse,car
babai,woman
burnay,jar
kuneho,rabbit
ullaw,light
kapada,similar
kasupadi,opposite
kayat a sawen,meaning
pagarigan,example
manayunan,to enhance
paglaingan,skill
imbes,instead
adalen,let's study
nanus,patient
pagnaedan,dwelling
nalang,face
naalas,bad
aramid,action
managraem,respectful
natalna,peaceful
nasaet,kind
nalapsat,lovely
nailiday,sad
nasinop,economical
nailimaw,bright
namudel,diligent
makaunget,makes angry
makapungtot,infuriating
nakipet,narrow
nawatiwat,spacious
makaparag-o,makes happy
rumagsak,becomes happy
lumiday,becomes sad
nakapsot,weak
nasalon-at,healthy
immuna,first
nasakbay,first
napudaw,light-colored
napuskol,thick
naingpis,thin
unano,dwarf
pandek,short
naladaw,late
alisto,quick
nababa,low
narag-o,happy
nalukneng,mature
naparikot,worried
nagaspang,rough
naulemek,smooth
nalamii,smooth
nauneg,deep
narabaw,shallow
nalaaw,loud
nalam-ek,cold
nakaro,many
sobra,too much
tao,person
pannakisao,conversation
karruba,neighbor
sonata,sonata
kinanayon,condition
panagbagbagi,health
kulungan,cage
kusina,kitchen
bayabay,adverb
bayabay ti panawen,adverb of time
panawen,time
kadaras,frequency
mano,how much
tinawen,yearly
rinabii,at night
suntipnget,at dusk
alas-sais,six o'clock
tatta,now
madamdama,a while ago
no bigat,tomorrow
biernes,friday
sabado,saturday
mindemak,yesterday
idlay bakasion,during vacation
kanayonko,i always
mammano,seldom
maminsan,once
mamilo,thrice
sagpaminsan,sometimes
sagnaminsan,sometimes
mamillo,thrice
agpaspasyar,to take a walk
agsibsibog,to water plants
umalis,to leave
dagasen,to urge
nagri-ing,woke up
lumnek ti init,sunrise
agala,to get
lumnek,to rise
binangon,woke up
mangrugi,to start
agsungbat,to answer
agturog,to sleep
bumisita,to visit
agkanta,to sing
pammigat,breakfast
pinaggimong,meeting
bus,bus
kard,card
basurero,garbage collector
telebision,television
jogging,jogging
santa cruzan,religious procession
igid ti karayan,riverside
parabor,reward
sangit,cry
idiay,at
sadiay,there
ditoy,here
sadita,there
siruk,under
ngato,on top
likod,behind
ití,on
iti uneg,inside
iti ruar,outside
agin-ina,rested
tinulung,helped
nangikabil,placed
naisinop,was kept
naglutluto,cooked
nagkammel,gathered
indulin,kept
agasan,to treated
gumatang,buys
nagtatakan,raised
naikabil,was placed
nalipat,forgot
aparador,wardrobe
marabutit,kitten
tatsing,a game
lames,picnic
masapol,needs
sangati,visitor
botika,drugstore
panaderia,bakery
lason,poison
payong,umbrella
mula a masetas,potted plants
bangko,bank
nainayad,slowly
kinakapsot,weakly
kinaanus,patiently
kinaado,abundantly
kinapigsa,strongly
kinapintas,beautifully
nakaem,ferociously
naringgor,noisy
nadawel,lazily
napasnek,diligently
nadumanay,gently
agdardaras,hurriedly
nasiwal,soundly
nabannug,got tired
binagkat,carried
naawat,received
surotenda,they follow
tayab,fly
dayawek,i admire
natalek,trusts
komugtar,kicked
agay-ayos,flowing
panagbasa,reading
limmagto,jumped
nakakita,saw
naimula,were planted
panagsao,speaking
napan,went
dinengngeg,heard
bosses,voice
agkansyon,sings
kumagat,bite
panagdalluyon,waving
inawat,received
nagaramid,made
limmabas,passed by
nagadal,studied
umisem,to smile
tumaray,to run
kabalyo,horse
tiniklis a prutas,basket of fruit
sagut,gift
annuroten,instructions
eskuelaan,school
agtudon,it's about to rain
inang,mother
taraken nga aso,pet dog
motor,motorcycle
mannursuro,teachers
surat a panangawis,letter of invitation
surat a panagyaman,thank you letter
mangited iti mensahe,to give a message
mangited,to give
makirambak,to celebrate with
okasion,occasion
kalpasan,after
naaramid,happened
naisangsangayan,special
kablaaw,greeting
panagep,purpose
awisem,you invite
sapay koma ta...,i hope that...
makaumay,can come
biniag,birth
kakuyog,companion
itatabuno,the other time
kameng ti pamilia,family member
dios,god
kabsat,sibling
rubrik,rubric
urnos,order
dadakkel a letra,capital letters
linis,neatness
nalinis ti aramid.,the work is neat.
adda margin.,has margins.
garapon,jar
prutas,fruit
agdayao,be polite
agdalus,clean
pagsayaatan,rules
pappapel,papers
nadumaduma,various
kinaatiddog,length
kinaababa,shortness
kinadakkel,largeness
kinabassit,smallness
naidumduma,different
agsalsala,dancing
agkankanta,singing
manaynayunan,increasing
nabuteng,afraid
agpada,similar
palibang,firework
lapayag,ears
abaga,chest
tengnged,neck
tiyan,belly
bara,lungs
usar,function
tignay,action
ladawan,picture
pangrikna,feel
sustansia,nutrition
pagsalun-at,health
pangsalakniib,protection
pagtataengan,shelter
sipelio,toothbrush
iklog,egg
simbahan,church
kasinsin,cousin
pinadakkel,raised
tinaraken,cared for
miembro,member
tatang,father
manong,older brother
aw-awagan,nickname
ag-awir,take care of
liwliwa,joy
panagpapada,similarities
panagdidinnuma,differences
relihion,religion
kristiano,christian
muslim,muslim
agsisinnakit,to care for each other
respeto,respect
panagkikinnu-yog,cooperation
paaweng,vowels
pauni,consonants
pangibalikas,pronunciation
panangiyebkas,enunciation
agkadua,pair
paggep,goals
klinik,clinic
siled-komputer,computer room
kantin,canteen
bilang,count
prinsipal,principal
guardia,guard
tagalinis,cleaner
bombero,firefighter
obrada,their job
agsirsirbi,serve
panagdayaw,greeting
panagyaman,gratitude
dispensar,sorry
kayat,like
saan,not
saan a kayat,dislike
abal-balay,toys
yoyo,yo-yo
tren-tren,toy train
naayat,loving
nalammuyot,soft
naalsim,sour
nalammilis,smooth
nakatakder,standing
nainit,sunny
naulep,cloudy
naangin,windy
agbagbagyo,stormy
angin,wind
nagpudot,hot
lammiis,cold
pug-aw,breeze
letra,letter
pasurotan,trace
ispeling,spelling
panangisurat,writing
husto,correct
saan nga husto,incorrect
balikas,word
mabukel,to form
nawara-wara,scrambled
pannakaispeling,the spelling
bigbigen,identify
parupo,paragraph
daniw,poem
linia,line
kappia,peace
balligi,success
ballitok,gold
opisina,office
napateg,important
nakaiparsuaan,creation
kinabaknang,wealth
agar-aramid,doing
aktibidades,activities
makaited,can give
pagalaan,sources
dakes,bad
maaw-awag,is called
mangparparugit,that pollute
kosina,kitchen
minuyongan,garden
napusaksak,blooming
ala,get
kadin,please
ibagam,tell
napnuan,full of
dayag,praise
denggem,listen
ibagak,I will tell
apo,lord
namarsua,creator
edukasion,education
bersikulo,verse
hustisia,justice
kultura,culture
pangayo,requesting
plato,plate
masinaan,noticed
nasepnget,dark
pagdalanan,path
paglinglingedam,hiding from
ammo,know
selawan,light
panagpugto,riddle
saludsod,question
nakalemmeng,hidden
kayat a sawen,meaning
sungbatan,to answer
panagpanunot,thinking
padarigan,example
niyog,coconut
bain-bain,shameplant
agsursuro,will learn
pagtoengan,dwelling
anghel,angel
nakaruar,came out
magrupo,to be grouped
saggaysa,individually
maaw-awagan,is called
pagarigan,example
kutsara,spoon
kamatis,tomato
kaldero,cooking pot
bolpen,ballpen
tarong,eggplant
asin,salt
buok,hair
ketsup,ketchup
tumibker,to become strong
tultulang,bones
agus-usar,using
nangabak,won
napuros,picked
pangtempla,for mixing
insangpet,brought home
ayus,flow
pangsalakinib,to prevent
nalipatan,forgot
darakkel,are huge
binulod,borrowed
elemento,element
nagpaset,character
nakapasamakan,setting
pasamak,plot
solusion,solution
garreta,store
tsinelas,slippers
bikal,pole
dinguen,animal
impagatang,was asked to buy
nagyaman,thanked
impalagip,reminded
inasitgan,approached
naigalis,slipped
impukkaw,yelled
sapsapulen,will look for
nagsibbol,shook
naregreg,fell down
agnaed,lives
agpakpakan,feeds
agpapainum,gives water to
aglagto,to jump
agakas,to collect
nagsakit,painful
pangpersonal,personal
yo,your
agassawa,married couple
mangisalda,to pawn
batog,opposite
langit,heaven
nakuliaapan,amazed
pinangibelleng,throwing away
nagballa,got angry
nagpungtot,got furious
parikot,bundle
nadagasen,heavy
napuslo,messy
isagut,to give as a gift
rungaab,cry
nilabaan,washed clothes
murengmi,our dirty clothes
nakaawat,received
kalamansi,calamansi fruit
nalastog,boastful
naguray,waited
sangalobungan,the whole world
panagsangit,crying
agas-asok,smoking
reaksion,reaction
kapanunotan,thought
marikna,to feel
kapadasan,experience
isyu,issue
damdamag,news
gadyets,gadgets
opinyon,opinion
pammati,belief
artikulo,article
programa,program
gobyerno,government
cash-for-work,cash-for-work
mangtarabay,to guide
nangasistar,assisted
tulong,help
drayber,driver
surat,letter
telegrama,telegram
makaipatulod,can send
dokumento,document
pagiwamak,media
damag,news
napasamak,happened
napartak,fast
kinaanus,patience
pagiwarnak,newspaper
liwliwa,entertainment
isports,sports
obituario,obituary
negosio,business
indeks,index
panid,page
napasamak,happened
mannurat,writers
salisal,games
obra,job
panakaammo,announcement
naikedkedengan,important
maseknan,bereaved
nagkasar,got married
nawaya,wide
pangatwen,make higher
pimmusayen,died
grap,graph
drowing,drawing
datos,data
bilang,number
pangkuentaan,for counting
pagtuponen,to combine
pagdagupem,you add up
pagnayonen,to be added together
katumbas,equivalent
kabassitan,least
kaadwan,most
agpada,equal
klase,types
amin,all
nalako,sold
enero,january
pebrero,february
marso,march
abril,april
nagmula,planted
saba,banana plant
lalake,male
obra,job
trabahador,worker
makiraraep,farmer
kargador,porter
tanod,watchman
napatta-patta,harvested
mangalap,to catch fish
nakalap,caught
ilustrasion,illustration
lebel,label
detalye,details
agdigós,to take a bath
aggaggaggi,brushing teeth
panagadal,study
ubíng,child
nakasuot,wearing
ribbon,ribbon
pagadalan,school
simbaan,church
agtartaray,running
agin-indayon,swinging
nakatugaw,sitting
food pyramid,food pyramid
porsiento,percent
prútas,fruits
naténg,vegetables
karné,meat
ikán,fish
gatás,milk
itlóg,egg
pasta,pasta
bukbúkel,grains
taba,fat
mantiká,oil
asukar,sugar
nasasam-it,sweet
namantika,oily
nasustansia,nutritious
makan,food
porma,form
pagasaritaan,subject
kinaadu,count
maulit,to be repeated
pangkadua,for two
pang-adu,for many
nagkanta,sang
agdidigos,taking a bath
agsusurat,writing
nagsurat,written
aglalako,selling
naglako,sold
agdaniw,to recite a poem
agdandaniw,reciting a poem
nagdaniw,recited a poem
agtulong,to help
agtultulong,helping
timmulong,helped
agluluto,cooking
agsasala,dancing
nagsala,danced
aglalagto,jumping
naglagto,jumped
panagtulong,helping
panagwalis,sweeping
panaglinis,cleaning
panaginnaw,washing dishes
panagsibog,watering plants
masapa,early
riing,to wake up
pasalip,contest
manarimaan,ongoing
napalabas,past
simmmangeret,arrived
agpatayab,to fly a kite
agwatwát,to exercise
makaturpos,to graduate
aglalangoy,swimming
agkarkararag,praying
agpapalakpak,clapping
insuro,taught
isursuro,is teaching
mangisuro,will teach
balabala,outline
pagsarsaritaan,topic
roman numeral,roman numeral
letra,letter
parupo,paragraph
seleksion,selection
higante,giant
pagrangiayan,passageway
isla,island
impalubos,allowed
nagiyawid,brought home
barangay,village
nagdiso,placed
dapanna,his sole
kinagat,bite
inkutina,shook off
nakazwit,carrying on the head
lubong,world
agbiag,to live
dumakkel,to grow
pangdalus,for cleaning
umungen,to collect
nagbanlawan,used for rinsing
aginnaw,to wash dishes
pangsibog,for watering
nalatak,famous
tumutukar,composer
nakaparsuat,created
tukar,song
mangmangngegan,can be heard
pagpabuyaan,place for shows
nanumo,humble
makatignay,moving
uni,sound
folk song,folk song
senian,arts
tema,theme
didigra,calamity
panangliklik,prevention
agdengdengngeg,listening
misa,mass
pinagdedenna,their rest day
natataengan,adults
nakauriiporme,wearing uniform
panagititenda,market day
agraragsak,rejoicing
pinagkakadwa,bonding time
moda,mode
simbolo,symbol
mabiqbiqbig,recognizable
traysikel,tricycle
de motor,motorized
tren,train
metropolis,metropolis
railroad networks,railroad networks
mangpabassit,to reduce
trapiko,traffic
pangpubliko,for public
ibagbaga,it says
agsisinnarita,conversing
pakammuan,to be informed about
bakbaklayek,i am carrying on my back
agkapet,hold on tight
nariknak,what i felt
nakapanunotak,what i thought
idrama,dramatize
tattao,people
nakapadasak,what i experienced
aldaw,day
makalawas,week
bulan,month
tawen,year
Domingo,Sunday
Lunes,Monday
Martes,Tuesday
Mierkoles,Wednesday
Huebes,Thursday
Biernes,Friday
Sabado,Saturday
Enero,January
Pebrero,February
Marso,March
Abril,April
Mayo,May
Hunio,June
Hulio,July
Agosto,August
Septiembre,September
Oktubre,October
Nobiembre,November
Disiembre,December
sungbat,answer
pagannurotan,instructions
adalen,study
laglagipen,remember
pannubok,test/quiz
petsa,date
nagan,name
sumaruno,next
nagtingngaan,between
kalendario,calendar
oras,ime
minuto,minute
ababa,short
atiddug,long
rupa iti relo,clock face
agpakanawan,clockwise
saglilima,increments of 5
panangibaga,telling
panangisurat,writing
adalen,study
pagarigan,example
pagannurotan,instructions
sungbat,answer
alas otso,eight o’clock
naited,given
pagparisen,match
idrowing,draw
panagsolbar,solving
parikut,problem
aldaw,day
makalawas,week
bulan,month
makatawen,year
oras,time
rabii,evening
bigat,morning
malem,afternoon
sumagmamano,several
immalis,left
agawid,return home
rambakan,celebrate
kasangay,birthday
lawas,week
sumaruno,next
maika-udi,last
maikatlo,third
maikadua,second
maika-innem,sixth
nagtingngaan,between
nakatudo,pointing
ima,hand (clock)
ababa,short
atiddug,long
naggapu,came from
agpakannawan,clockwise
taltalon,field
ayanda,hometown
nagay-ay-ayam,played
timmultulong,helped
pagannurotan,instruction
pagarigan,example
sungbat,answer
lagip,remember
nadanun,arrived
pimmanaw,departed
gimmatang,bought
ited,give
kalpasan,after
rukod,length 
dagsen,weight
malaon,capacity
panangrukod,measuring
panangpatta-patta,estimating
kinaatiddug,length
paper clip,paper clip
palito ti gurabis,matchstick
popsicle stick,popsicle stick
lapis,pencil
galot,string
dagiti bambanag,objects
kadagsen,weight
bulintik,marble
barya,coin
kapasidad,capacity
pagkargaan,container
danum,water
baso,glass
pitser,pitcher
garapon,jar
dakdakkel,big
basbassit,small
maikarga,to be filled
pagarigan,example
pagannurotan,instructions
panangkita,viewing
marisan,classify
panagiggem,lifting
nadagdagsen,heavier
nalaglag-an,lighter
pangkablaaw,greeting
dua,two
lima,five
innem,six
kas kaatiddug,same length
sumaganad,following
agtitinnulong,helping each other
agduma,have different meanings
isurat,write
panagusar,using
pangrukod,measuring tool
ima,hand
agkalanga,similar-looking
pictograph,pictograph
linaon,information
panangilawlawag,explaining
datos,data
paulo,title
prutas,fruit
mangga,mango
saba,banana
mansanas,apple
kahel,orange
maris,color
ay-ayup,animals
baboy,pig
manok,chicken
pato,duck
kalding,goat
taraken,raise
naduma-duma,various
bilang,number
kaaduan,most
kabassitan,least
nagdumaan,difference
sumaganad,following
adalen,study
basaen,read
isurat,write
timbukelan,encircle
rumbeng,appropriate
pagluganan,transportation
traysikel,tricycle
padyak,pedicab
bisikleta,bicycle
modesta,tailor
dagait,sew
aldaw iti makalawas,days of the week
tallo pulo,thirty
uppat a pulo,forty
lima pulo,fifty
innem a pulo,sixty
dua pulo,twenty
lima,five
ladawan,picture
ababa,short
ab-ababa,shorter
kaababaan,shortest
atiddug,long
at-atiddug,longer
kaatiddugan,longest
nalag-an,light
nalaglag-an,lighter
kalag-anan,lightest
nadagsen,heavy
nadagdagsen,heavier
kadagsenan,heaviest
urnosen,arrange
bambanag,objects
bassit,small
kabassitan,biggest
laso,ribbon
buok,hair
maris,color/ribbon
tugaw,chair
lamisaan,table
kabinet,cabinet
pagarigan,example
pagannurotan,instruction
panangranggo,ranking
ragup,group
isilpo,match
balikas,word
panagsasaruno,sequence
numero,number
panangbigbig,identifying
pannangiparangarang,representing
pangbilang,numeral
simbolo,symbol
balikas,word
bambanag,objects
ragup,group
adalen,study
sungbat,answer
ladawan,picture
pagsasaritaan,discussion
pannubok,test
maysa,one
dua,two
tallo,three
uppat,four
lima,five
innem,six
pito,seven
walo,eight
siam,nine
sangapulo,ten
duapulo,twenty
tallopulo,thirty
uppat a pulo,forty
limapulo,fifty
innem a pulo,sixty
pitopulo,seventy
walopulo,eighty
siam a pulo,ninety
sangagasut,one hundred
napan,went
gimmatang,bought
naggapu,came from
pagrigat,difficulty
naimbag,good
naragsak,joyful
anak,child
nanang,mother
notbuk,notebook
lapis,pencil
papel,paper
bag,bag
pageris,eraser
krayola,crayon
ad-adu,more 
basbassit,less 
bilang,number
numero,number
kantidad,quantity
dakdakkel,greater
kurang,less
sungbat,answer
pagsasaritaan,discussion
pagannurutan,instructions
aramid,task
ragup,group
bunga,fruit / mango
mangga,mango
innem,six
pito,seven
adalen,study
liplipatan,forget
pagdasigen,compare
sagut,gift
tsokolate,chocolate
nakaawat,received
nagpuros,gave one
nagsukdal,picked
arubay,nearby
inkabel,placed
naala,got
ubbing,children
tarabay,assist
saggaysa,ones
sagsangapulo,tens
sagsangagasut,hundreds
iragup,to group
ragup,group
ad-adu ngem,more than
basbassit ngem,less than
kas kaadu,as many as
kabassitan,least
kaaduan,greatest
bambanag,objects
prutas,fruits
saba,banana
bayyabas,guava
labba,basket
mansanas,apples
mangga,mango
ay-ayam,toys
kotse-kotsehan,toy car
bola,ball
yoyo,yoyo
kallugong,hat
adalen,study
sungbat,answer
pagauna a sarita,introduction
pagsasaritaan,discussion
pannubok,test
pagdasigen,compare
inikarga,placed
napigges,correct
inkabel,put
panagbasa,reading
panagbilang,counting
numero,number
bilang,count
simbolo,symbol
balikas,word
pagsasaritaan,discussion
pagannurutan,instructions
parikut,problem
sungbat,answer
timbukelan,encircle
bilangen,count
nateng,vegetables
kamatis,tomato
petsay,pechay
parya,bitter gourd
tarong,eggplant
naduma-duma,various
arubayan,backyard
pagwanawanan,conclusion
tallo pulo,thirty
uppat a pulo,forty
limapulo,fifty
pitopulo,seventy
walopulo,eighty
siam a pulo,ninety
sangagasut,one hundred
maysa,one
dua,two
tallo,three
uppat,four
lima,five
innem,six
pito,seven
walo,eight
siam,nine
sangapulo,ten
duapulo,twenty
tallopulo,thirty
naited,given
umno,correct
pagsasao,language
modyul,module
aaramiden,activity
place value,place value
sagsangapulo,tens
saggaysa,ones
dua a digit,two-digit
maysa a digit,one-digit
batog,column
tsart,chart
immuna,first
naited,given
amin,all
pagannurutan,instructions
saludsod,question
sungbat,answer
adalem,study deeply
bilangen,count
inikkan,given
inwaras,distributed
nagpuros,harvested
bambanag,objects
bola,ball
lapis,pencil
kamatis,tomatoes
mangga,mango
santol,santol
biskwit,biscuits
modyul,module
pagsasao,language
pagwanawanan,conclusion
ad-adu ngem,greater than
basbassit ngem,less than
kapada,equal
idasig,compare
dasig,comparison
dakdakkel,greater/bigger
basbassit,smaller/less
ragup,group
ladawan,picture
bilang,number/count
simbolo,symbol
pakainaigan,comparison/relationship
uged,blank/space
tiendaan,store
ginatang,bought
pinya,pineapple
mansanas,apple
saba,banana
balor,value
kuarta,money
sinsilio,coin
unit ti kuarta,denomination
pagannurutan,instructions
sungbat,answer
adalen,study
tarusan,understand deeply
pagdasigen,comparing
pannubok,test/exercise
maiparang,shown
maragsakan,to enjoy
ad-adu ngem,greater than
basbassit ngem,less than
kapada,equal
dakdakkel,greater/bigger
basbassit,smaller
idasig,compare
dasig,comparison
pakainaigan,relationship
ladawan,picture
ragup,group
bilang,number
simbolo,symbol
uged,blank/space
liplipatan,forget
tiendaan,store
ginatang,bought
pinya,pineapple
mansanas,apple
saba,banana
balor,value
kuarta,money
sinsilio,coin
papel a kuarta,paper bill
pagsasaritaan,discussion
pagannurutan,instructions
sungbat,answer
panagsasaruno,ordering
urnos,order
kaaduan,greatest
kabassitan,least
sensilio,coin
kuarta,money
kuarta a papel,paper money
gatad,value
piso,peso
sentimo,centavo
tiendaan,store
ginatang,bought
puraw,white
nalabbaga,red
duyaw,yellow
bilangen,count
pagannurutan,instructions
pagsasaritaan,discussion
sungbat,answer
istoria,story
ladawan,picture
pateg,amount
ragup,group
pannubok,test
inikkan,given
gumatang,to buy
adda,there is
panamagtipon,combining
panangragup,grouping
ragup,set
taraken,raise
kalding,goat
manok,chicken
pagannurutan,instructions
sungbat,answer
adalen,study
ladawan,picture
iparis,match
idrowing,draw
ayup,animal
bambanag,objects
paidda,horizontal addition
patakder,vertical addition
dagup,sum
mansanas,apple
mangga,mango
sabong,flower
rosas,rose
nalabbaga,red
puraw,white
tsart,chart
kendi,candy
tsokolate,chocolate
naluom,ripe
padasen,try
aramiden,do
tayahin,assess
problema,word problem
saggaysa,ones
sagsangapulo,tens
sagsangagasut,hundreds
panagragup,grouping
ragup,group
bayyabas,guava
santol,santol
chico,chico
saba,banana
ladawan,picture
pagdasigen,compare
ad-adu ngem,more than
basbassit ngem,less than
kas kaadu,as many as
nagburas,harvested
labba,basket 
uged,blank/space
kallugong,hat
kotse-kotsehan,toy car
bola,ball
balikas,number word
simbolo,numeral
nateng,vegetable
kamatis,tomato
petsay,pechay
parya,bitter gourd
tarong,eggplant
tallopulo,thirty
uppat a pulo,forty
limapulo,fifty
pitopulo,seventy
walopulo,eighty
siam a pulo,ninety
